rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
1024;PUBLIC;91;ST GERMAIN LES CORBEIL;2;1;0;42.5;PUB_ECOLE
1025;PUBLIC;95;AVERNES;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1026;PUBLIC;95;BREANCON;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1027;PUBLIC;95;CLERY-EN-VEXIN;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1028;PUBLIC;95;FREMAINVILLE;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1029;PUBLIC;95;HARAVILLIERS;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1030;PUBLIC;95;LONGUESSE;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1031;PUBLIC;95;NUCOURT;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1032;PUBLIC;95;SAINT-CLAIR-SUR-EPTE;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1033;PUBLIC;95;VETHEUIL;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1034;PUBLIC;95;VILLERS-EN-ARTHIES;2;1;0;42.5;PUB_MAIRIE, PUB_ECOLE
1035;PRIVE;93;EPINAY SUR SEINE;9;9;0;42.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
1036;PUBLIC;77;AVON;11;3;0;42.3;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
1037;PRIVE;75;PARIS 14;12;12;0;42.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1038;PRIVE;94;KREMLIN BICETRE;4;4;0;42.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS
1039;PRIVE;75;PARIS 19;15;15;0;42.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
1040;PUBLIC;77;MORET-LOING-ET-ORVANNE;15;6;0;42.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1041;PRIVE;93;L ILE SAINT DENIS;5;5;0;42.0;PRIV_BUREAU, PRIV_RESTAURANT
1042;PUBLIC;77;VILLEMARECHAL;5;2;0;42.0;PUB_MAIRIE, PUB_ECOLE
1043;PRIVE;75;PARIS 5;2;2;0;42.0;PRIV_LOISIRS
1044;PRIVE;77;SAMOIS SUR SEINE;1;1;0;42.0;PRIV_LOISIRS
1045;PUBLIC;95;JAGNY-SOUS-BOIS;1;1;0;42.0;PUB_MAIRIE
1046;PRIVE;92;MONTROUGE;470;461;0;41.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
1047;PRIVE;92;SEVRES;223;221;0;41.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1048;PRIVE;75;PARIS 8;6;6;0;41.7;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1049;PUBLIC;78;ISSOU;6;2;0;41.7;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1050;PRIVE;94;L HAY LES ROSES;3;3;0;41.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE
1051;PRIVE;95;ST BRICE SOUS FORET;3;3;0;41.7;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
1052;PUBLIC;77;AUBEPIERRE-OZOUER-LE-REPOS;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1053;PUBLIC;77;BETON-BAZOCHES;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1054;PUBLIC;77;BOURRON-MARLOTTE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1055;PUBLIC;77;CANNES-ECLUSE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1056;PUBLIC;77;FOUJU;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1057;PUBLIC;77;LA CHAPELLE-LA-REINE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1058;PUBLIC;77;SAINT-REMY-DE-LA-VANNE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1059;PUBLIC;77;VOISENON;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1060;PUBLIC;77;VULAINES-SUR-SEINE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1061;PUBLIC;78;BEHOUST;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1062;PUBLIC;78;GOUSSONVILLE;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1063;PUBLIC;78;LIMETZ-VILLEZ;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1064;PUBLIC;91;BOUTERVILLIERS;3;2;0;41.7;PUB_MAIRIE, PUB_ECOLE
1065;PUBLIC;91;BOUVILLE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1066;PUBLIC;91;MOIGNY-SUR-ECOLE;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1067;PUBLIC;95;ABLEIGES;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1068;PUBLIC;95;SAINT-GERVAIS;3;1;0;41.7;PUB_MAIRIE, PUB_ECOLE
1069;PRIVE;92;BOULOGNE BILLANCOURT;87;87;0;41.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1070;PRIVE;94;ARCUEIL;140;137;0;41.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1071;PRIVE;93;LES LILAS;228;227;0;41.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1072;PRIVE;92;CHATILLON;237;233;0;41.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1073;PRIVE;92;GENNEVILLIERS;206;205;0;41.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1074;PRIVE;92;LE PLESSIS ROBINSON;7;7;0;41.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
1075;PRIVE;94;SAINT-MANDE;272;271;0;41.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
1076;PUBLIC;77;GASTINS;4;2;0;41.2;PUB_MAIRIE, PUB_ECOLE
1077;PUBLIC;77;PERTHES;4;2;0;41.2;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1078;PUBLIC;91;VAUGRIGNEUSE;4;2;0;41.2;PUB_MAIRIE, PUB_ECOLE
1079;PRIVE;94;GENTILLY;130;129;0;41.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1080;PUBLIC;77;MOUROUX;5;1;0;41.0;PUB_MAIRIE, PUB_ECOLE
1081;PUBLIC;77;THOMERY;5;2;0;41.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1082;PUBLIC;78;GAZERAN;5;4;0;41.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
1083;PUBLIC;95;VALMONDOIS;5;4;0;41.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1084;PRIVE;92;VILLE D'AVRAY;2;2;0;41.0;PRIV_SANTE_CABINET, PRIV_LOISIRS
1085;PUBLIC;78;CHOISEL;2;1;0;41.0;PUB_MAIRIE
1086;PUBLIC;95;VILLIERS-LE-SEC;2;1;0;41.0;PUB_MAIRIE, PUB_ECOLE
1087;PRIVE;92;FONTENAY-AUX-ROSES;128;127;0;40.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1088;PUBLIC;77;COUPVRAY;6;3;0;40.8;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1089;PRIVE;94;CHEVILLY LARUE;10;10;0;40.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
1090;PRIVE;92;RUEIL MALMAISON;17;17;0;40.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
1091;PRIVE;93;NOISY LE SEC;4;4;0;40.5;PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT
1092;PRIVE;92;VILLE-D'AVRAY;77;77;0;40.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1093;PUBLIC;77;CHAILLY-EN-BIERE;4;2;0;40.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
1094;PUBLIC;77;CONDE-SAINTE-LIBIAIRE;4;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1095;PUBLIC;77;DAMMARTIN-SUR-TIGEAUX;4;3;0;40.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1096;PUBLIC;77;EGREVILLE;4;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1097;PUBLIC;78;MAULETTE;4;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1098;PUBLIC;91;GIRONVILLE-SUR-ESSONNE;4;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1099;PRIVE;75;PARIS 6;3;3;0;40.0;PRIV_RESTAURANT
1100;PRIVE;94;SAINT MANDE;3;3;0;40.0;IMMO_AGENCE, PRIV_BUREAU
1101;PRIVE;95;SOISY SS MONTMORENCY;3;3;0;40.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
1102;PUBLIC;77;AMILLIS;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1103;PUBLIC;77;BAGNEAUX-SUR-LOING;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1104;PUBLIC;77;CONGIS-SUR-THEROUANNE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1105;PUBLIC;77;JABLINES;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1106;PUBLIC;77;JOUY-SUR-MORIN;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1107;PUBLIC;77;LA CHAPELLE-MOUTILS;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1108;PUBLIC;77;LA GRANDE-PAROISSE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1109;PUBLIC;77;MAISONCELLES-EN-BRIE;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1110;PUBLIC;77;MARLES-EN-BRIE;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1111;PUBLIC;77;MONTIGNY-SUR-LOING;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1112;PUBLIC;77;NOISY-SUR-ECOLE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1113;PUBLIC;77;SAACY-SUR-MARNE;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1114;PUBLIC;77;SAINT-CYR-SUR-MORIN;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1115;PUBLIC;77;SAINT-SIMEON;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1116;PUBLIC;77;SAMOIS-SUR-SEINE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1117;PUBLIC;77;SAMOREAU;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1118;PUBLIC;77;SOLERS;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1119;PUBLIC;77;VILLIERS-SAINT-GEORGES;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1120;PUBLIC;77;VOULX;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1121;PUBLIC;78;ADAINVILLE;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1122;PUBLIC;78;BLARU;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1123;PUBLIC;78;FONTENAY-SAINT-PERE;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1124;PUBLIC;78;POIGNY-LA-FORET;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1125;PUBLIC;78;SAINT-MARTIN-DES-CHAMPS;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1126;PUBLIC;91;BOISSY-LE-CUTTE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1127;PUBLIC;91;GUIGNEVILLE-SUR-ESSONNE;3;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1128;PUBLIC;95;SERAINCOURT;3;2;0;40.0;PUB_MAIRIE, PUB_ECOLE
1129;PUBLIC;77;ACHERES-LA-FORET;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1130;PUBLIC;77;BAZOCHES-LES-BRAY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1131;PUBLIC;77;BOMBON;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1132;PUBLIC;77;CHALAUTRE-LA-GRANDE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1133;PUBLIC;77;CHARMENTRAY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1134;PUBLIC;77;CHEVRU;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1135;PUBLIC;77;CRISENOY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1136;PUBLIC;77;DOUY-LA-RAMEE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1137;PUBLIC;77;FAY-LES-NEMOURS;2;1;0;40.0;PUB_MAIRIE
1138;PUBLIC;77;FONTAINE-FOURCHES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1139;PUBLIC;77;FONTAINE-LE-PORT;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1140;PUBLIC;77;FONTENAILLES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1141;PUBLIC;77;FORFRY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1142;PUBLIC;77;LA CHAPELLE-RABLAIS;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1143;PUBLIC;77;LA CROIX-EN-BRIE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1144;PUBLIC;77;LA GENEVRAYE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1145;PUBLIC;77;LE VAUDOUE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1146;PUBLIC;77;LES ORMES-SUR-VOULZIE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1147;PUBLIC;77;LESCHES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1148;PUBLIC;77;LISSY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1149;PUBLIC;77;MAY-EN-MULTIEN;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1150;PUBLIC;77;MONTEREAU-SUR-LE-JARD;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1151;PUBLIC;77;MONTGE-EN-GOELE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1152;PUBLIC;77;MOUSSEAUX-LES-BRAY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1153;PUBLIC;77;RAMPILLON;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1154;PUBLIC;77;REUIL-EN-BRIE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1155;PUBLIC;77;SAINT-LOUP-DE-NAUD;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1156;PUBLIC;77;USSY-SUR-MARNE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1157;PUBLIC;77;VILLECERF;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1158;PUBLIC;77;VILLEMAREUIL;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1159;PUBLIC;77;VINANTES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1160;PUBLIC;78;BOURDONNE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1161;PUBLIC;78;COURGENT;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1162;PUBLIC;78;GAMBAISEUIL;2;1;0;40.0;PUB_MAIRIE
1163;PUBLIC;78;JOUY-MAUVOISIN;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1164;PUBLIC;78;LONGVILLIERS;2;2;0;40.0;PUB_ECOLE, PUB_MAIRIE
1165;PUBLIC;78;MONTALET-LE-BOIS;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1166;PUBLIC;78;ORPHIN;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1167;PUBLIC;78;OSMOY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1168;PUBLIC;78;PRUNAY-EN-YVELINES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1169;PUBLIC;78;ROSAY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1170;PUBLIC;78;SAILLY;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1171;PUBLIC;78;SOINDRES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1172;PUBLIC;78;VILLETTE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1173;PUBLIC;91;BOISSY-LE-SEC;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1174;PUBLIC;91;DANNEMOIS;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1175;PUBLIC;91;NAINVILLE-LES-ROCHES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1176;PUBLIC;91;ORVEAU;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1177;PUBLIC;91;SAINT-SULPICE-DE-FAVIERES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1178;PUBLIC;91;VIDELLES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1179;PUBLIC;95;ARTHIES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1180;PUBLIC;95;CHERENCE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1181;PUBLIC;95;CONDECOURT;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1182;PUBLIC;95;COURCELLES-SUR-VIOSNE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1183;PUBLIC;95;FREMECOURT;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1184;PUBLIC;95;FROUVILLE;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1185;PUBLIC;95;GRISY-LES-PLATRES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1186;PUBLIC;95;MAUDETOUR-EN-VEXIN;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1187;PUBLIC;95;MONTGEROULT;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1188;PUBLIC;95;RONQUEROLLES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1189;PUBLIC;95;SAINT-CYR-EN-ARTHIES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1190;PUBLIC;95;SANTEUIL;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1191;PUBLIC;95;VIENNE-EN-ARTHIES;2;1;0;40.0;PUB_MAIRIE, PUB_ECOLE
1192;PRIVE;01;POLLIAT;1;1;0;40.0;PRIV_COMMERCE
1193;PRIVE;09;SAVIGNAC-LES-ORMEAUX;1;1;0;40.0;PRIV_COMMERCE
1194;PRIVE;24;LA ROCHEBEAUCOURT-ET-ARGENTINE;1;1;0;40.0;IMMO_AGENCE
1195;PRIVE;32;MARCIAC;1;1;0;40.0;PRIV_COMMERCE
1196;PRIVE;34;CERS;1;1;0;40.0;PRIV_COMMERCE
1197;PRIVE;45;LA CHAPELLE-SAINT-MESMIN;1;1;0;40.0;PRIV_COMMERCE
1198;PRIVE;56;GUER;1;1;0;40.0;PRIV_COMMERCE
1199;PRIVE;60;AUNEUIL;1;1;0;40.0;PRIV_COMMERCE
1200;PRIVE;60;HERMES;1;1;0;40.0;PRIV_COMMERCE
1201;PRIVE;71;LE BREUIL;1;1;0;40.0;PRIV_BUREAU
1202;PRIVE;75;PARIS 10E ARRONDISSEMENT;1;1;0;40.0;IMMO_AGENCE
1203;PRIVE;79;LA CRECHE;1;1;0;40.0;PRIV_COMMERCE
1204;PUBLIC;67;GEISPOLSHEIM;1;1;0;40.0;PUB_MUSEE
1205;PUBLIC;77;ARGENTIERES;1;1;0;40.0;PUB_MAIRIE
1206;PUBLIC;77;COURCHAMP;1;1;0;40.0;PUB_MAIRIE
1207;PUBLIC;77;DOUE;1;1;0;40.0;PUB_MAIRIE
1208;PUBLIC;77;GRANDE-PAROISSE (LA);1;1;0;40.0;PUB_ECOLE
1209;PUBLIC;77;NANTOUILLET;1;1;0;40.0;PUB_MAIRIE
1210;PUBLIC;77;VIGNELY;1;1;0;40.0;PUB_MAIRIE
1211;PUBLIC;78;FAVRIEUX;1;1;0;40.0;PUB_MAIRIE
1212;PUBLIC;78;FLACOURT;1;1;0;40.0;PUB_MAIRIE
1213;PUBLIC;78;ORSONVILLE;1;1;0;40.0;PUB_MAIRIE
1214;PUBLIC;78;PARAY-DOUAVILLE;1;1;0;40.0;PUB_MAIRIE
1215;PUBLIC;78;TREMBLAY-SUR-MAULDRE (LE);1;1;0;40.0;PUB_ECOLE
1216;PUBLIC;84;AVIGNON;1;1;0;40.0;PUB_MUSEE
1217;PUBLIC;91;AUVERNAUX;1;1;0;40.0;PUB_MAIRIE
1218;PUBLIC;91;CHAUFFOUR-LES-ETRECHY;1;1;0;40.0;PUB_MAIRIE
1219;PUBLIC;91;MAUCHAMPS;1;1;0;40.0;PUB_MAIRIE
1220;PUBLIC;95;GUIRY-EN-VEXIN;1;1;0;40.0;PUB_MAIRIE
1221;PUBLIC;95;THEMERICOURT;1;1;0;40.0;PUB_MAIRIE
1222;PRIVE;94;VILLEJUIF;351;350;0;39.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1223;PRIVE;92;MEUDON;363;359;0;39.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
1224;PRIVE;94;IVRY SUR SEINE;7;7;0;39.6;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_RESTAURANT
1225;PRIVE;92;MARNES-LA-COQUETTE;22;22;0;39.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT
1226;PRIVE;91;VIGNEUX SUR SEINE;4;4;0;39.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
1227;PRIVE;92;LA GARENNE COLOMBES;15;15;0;39.1;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
1228;PRIVE;94;BONNEUIL-SUR-MARNE;100;99;0;39.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1229;PUBLIC;77;FONTAINEBLEAU;22;13;0;38.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
1230;PRIVE;94;CHARENTON LE PONT;11;11;0;38.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
1231;PRIVE;91;VAUHALLAN;15;15;0;38.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1232;PRIVE;78;CARRIERES-SUR-SEINE;91;91;0;38.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_COMMERCE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1233;PUBLIC;77;COUILLY-PONT-AUX-DAMES;4;3;0;38.8;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
1234;PUBLIC;78;BOINVILLE-LE-GAILLARD;4;2;0;38.8;PUB_MAIRIE, PUB_ECOLE
1235;PUBLIC;78;LONGNES;4;2;0;38.8;PUB_MAIRIE, PUB_ECOLE
1236;PRIVE;95;ERMONT;209;204;0;38.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1237;PRIVE;94;BRY SUR MARNE;6;6;0;38.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT
1238;PRIVE;93;LA COURNEUVE;217;216;0;38.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1239;PRIVE;94;CHEVILLY-LARUE;102;100;0;38.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1240;PRIVE;78;LE PORT-MARLY;73;71;0;38.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1241;PRIVE;78;L'ETANG-LA-VILLE;46;46;0;38.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
1242;PRIVE;94;LE PERREUX SUR MARNE;2;2;0;38.5;PRIV_SANTE_CENTRE, PRIV_LOISIRS
1243;PRIVE;91;CHAMPLAN;19;19;0;38.5;PRIV_LOISIRS, PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
1244;PRIVE;95;ENGHIEN-LES-BAINS;194;194;0;38.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
